,0,1,2,3,4,5,6,7,8,9
201,196,45.55,Taj BURGESS,1999,USA,2q2,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",26 MAY 2021,1142
202,,,,,,,,,,
203,196,45.55,Brian HERRON,24 NOV 2000,USA,3h2,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",29 MAY 2021,1142
204,196,45.55,Christopher O'DONNELL,17 MAY 1998,IRL,2,,"Stadion Allmend, Luzern (SUI)",29 JUN 2021,1142
205,203,45.56,Ryan WILLIE,24 JUN 2002,USA,2h3,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",28 MAY 2021,1141
206,203,45.56,Tyler TERRY,03 DEC 1997,USA,4h3,,"Hayward Field, Eugene, OR (USA)",18 JUN 2021,1141
207,203,45.56,Baboloki THEBE,18 MAR 1997,BOT,1f1,,"McArthur Stadium, Potchefstroom (RSA)",26 JUN 2021,1141
208,203,45.56,Vernon NORWOOD,10 APR 1992,USA,3,,"Stadion Allmend, Luzern (SUI)",29 JUN 2021,1141
209,207,45.57,Trevor STEWART,20 MAY 1997,USA,1h1,,"Irwin Belk Track, Greensboro, NC (USA)",07 MAY 2021,1141
210,207,45.57,Johnnie BLOCKBURGER,12 JUL 2002,USA,1,,"Katherine B. Loker Stadium, Los Angeles, CA (USA)",16 MAY 2021,1141
211,207,45.57,Cleophas KIPRUTO,1996,KEN,1,,"Nyayo National Stadium, Nairobi (KEN)",28 MAY 2021,1141
212,210,45.58,Berend KOEKEMOER,12 JUN 1995,RSA,1,,"Bestmed Tuks Stadium, Pretoria (RSA)",27 MAR 2021,1140
213,210,45.58,Champion ALLISON,05 NOV 1998,USA,3h1,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",28 MAY 2021,1140
214,212,45.59,Robert PARGE,25 APR 1997,ROU,1f1,,"Cluj Arena, Cluj-Napoca (ROU)",04 JUN 2021,1139
215,213,45.60,Chidi OKEZIE,08 AUG 1993,NGR,1,,"Samuel Ogbemudia Stadium, Benin City (NGR)",10 APR 2021,1138
216,214,45.61,Kentaro SATO,16 NOV 1994,JPN,1,,"Olympic Stadium, Tokyo (JPN)",09 MAY 2021,1138
217,214,45.61,Jonathan JONES,06 FEB 1999,BAR,1q4,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",26 MAY 2021,1138
218,214,45.61,Auhmad ROBINSON,2001,USA,3h1,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",29 MAY 2021,1138
219,214,45.61,Karol ZALEWSKI,07 AUG 1993,POL,1f1,,"Stade Delort, Marseille (FRA)",09 JUN 2021,1138
220,214,45.61,Jacory PATTERSON,02 FEB 2000,USA,5h3,,"Hayward Field, Eugene, OR (USA)",18 JUN 2021,1138
221,214,45.61,Randolph ROSS,01 JAN 2001,USA,3h4,,"Hayward Field, Eugene, OR (USA)",18 JUN 2021,1138
222,214,45.61,Nout WARDENBURG,18 FEB 1997,NED,3,,"AV Sprint Breda, Breda (NED)",27 JUN 2021,1138
223,221,45.62,Wilbert LONDON,17 AUG 1997,USA,2,,"Mike A. Myers Stadium, Austin, TX (USA)",27 MAR 2021,1137
224,221,45.62,Alexander OGANDO,03 MAY 2000,DOM,3f1,,"Estadio Vallehermoso, Madrid (ESP)",19 JUN 2021,1137
225,223,45.63,Mazen Moutan AL YASSIN,08 JUL 1996,KSA,2f1,,"Estadio Iberoamericano, Huelva (ESP)",03 JUN 2021,1136
226,224,45.64,Zakhiti NENE,02 APR 1998,RSA,1h1,,"Kings Park Athletics Stadium, Durban (RSA)",28 MAR 2021,1136
227,224,45.64,Nathan STROTHER,06 SEP 1995,USA,3f1,,"Percy Beard Track (Un. of Florida), Gainesville, FL (USA)",17 APR 2021,1136
228,224,45.64,Leungo SCOTCH,28 FEB 1996,BOT,1h2,,"National Stadium, Gaborone (BOT)",15 MAY 2021,1136
229,224,45.64,Ismail TURNER,,USA,4h1,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",29 MAY 2021,1136
230,228,45.65,Zablon Ekhal EKWAM,04 AUG 1997,KEN,1,,"Nyayo National Stadium, Nairobi (KEN)",27 FEB 2021,1135
231,228,45.65,Derrick MOKALENG,18 JUN 1997,RSA,1f3,,"Clyde Hart Track & Field Stadium, Waco, TX (USA)",03 APR 2021,1135
232,228,45.65,Alexander OGANDO,03 MAY 2000,DOM,h1,,Ibagué (COL),23 APR 2021,1135
233,228,45.65,Daeqwan BUTLER,1999,USA,3f1,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",30 APR 2021,1135
234,228,45.65,Sajjad HASHEMI,22 AUG 1991,IRI,1,,Arak (IRI),22 MAY 2021,1135
235,228,45.65,Sean BAILEY,15 JUL 1997,JAM,1q1,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",26 MAY 2021,1135
236,228,45.65,Jacory PATTERSON,02 FEB 2000,USA,3h3,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",28 MAY 2021,1135
237,228,45.65,Thomas JORDIER,12 AUG 1994,FRA,1f1,,"Stadion Śląski, Chorzów (POL)",29 MAY 2021,1135
238,236,45.66,Sean BAILEY,15 JUL 1997,JAM,2f1,,"Roy P. Drachman Stadium, Tucson, AZ (USA)",01 MAY 2021,1134
239,236,45.66,Lei YANG,09 MAR 1995,CHN,1h2,,Chongqing (CHN),24 JUN 2021,1134
240,238,45.67,Sajjad HASHEMI,22 AUG 1991,IRI,1f3,,"Nevin Yanıt Atletizm Pisti, Mersin (TUR)",01 MAY 2021,1134
241,238,45.67,Howard FIELDS,25 JAN 1999,USA,2h3,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",29 MAY 2021,1134
242,238,45.67,Christopher TAYLOR,01 OCT 1999,JAM,2,,"Nashville, TN (USA)",06 JUN 2021,1134
243,241,45.68,Amoj JACOB,02 MAY 1998,IND,1,,Patiala (IND),16 MAR 2021,1133
244,241,45.68,Derrick MOKALENG,18 JUN 1997,RSA,1h1,,"Mike A. Myers Stadium, Austin, TX (USA)",25 MAR 2021,1133
245,241,45.68,Michael BLUTH,,USA,2,,"Roy P. Drachman Stadium, Tucson, AZ (USA)",10 APR 2021,1133
246,241,45.68,Liemarvin BONEVACIA,05 APR 1989,NED,2f1,,"Sport Vlaanderen Atletiekpiste, Oordegem (BEL)",29 MAY 2021,1133
247,241,45.68,Dwight ST. HILLAIRE,05 DEC 1997,TTO,2sf3,,"Hayward Field, Eugene, OR (USA)",09 JUN 2021,1133
248,241,45.68,Jacory PATTERSON,02 FEB 2000,USA,6sf1,,"Hayward Field, Eugene, OR (USA)",19 JUN 2021,1133
249,241,45.68,Edoardo SCOTTI,09 MAY 2000,ITA,3f1,,"Kadrioru staadion, Tallinn (EST)",10 JUL 2021,1133
250,248,45.69,Oscar MAVUNDLA,26 MAR 1992,RSA,1sf1,,"Bestmed Tuks Stadium, Pretoria (RSA)",27 MAR 2021,1132
251,248,45.69,Nijel AMOS,15 MAR 1994,BOT,2f3,,"GCU Track & Field, Phoenix, AZ (USA)",24 APR 2021,1132
252,248,45.69,Alonzo RUSSELL,08 FEB 1992,BAH,3f1,,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",01 MAY 2021,1132
253,248,45.69,Christopher BAILEY,,USA,4h1,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",28 MAY 2021,1132
254,248,45.69,Kakeru YAMAKI,10 JAN 1996,JPN,1f2,,"Denka Big Swan Stadium, Niigata (JPN)",06 JUN 2021,1132
255,248,45.69,Lucas CARVALHO,16 JUL 1993,BRA,1,,"COTP Stadium, São Paulo (BRA)",11 JUN 2021,1132
256,248,45.69,Bernat ERTA,15 FEB 2001,ESP,2,,"Polideportivo Juan de la Cierva, Getafe (ESP)",27 JUN 2021,1132
257,248,45.69,Ricky PETRUCCIANI,30 JUN 2000,SUI,1,,"Stadion Hard, Langenthal (SUI)",27 JUN 2021,1132
258,256,45.70,Amoj JACOB,02 MAY 1998,IND,1f2,,Patiala (IND),05 MAR 2021,1132
259,257,45.71,Randolph ROSS,01 JAN 2001,USA,2f1,,"Irwin Belk Track, Greensboro, NC (USA)",10 APR 2021,1131
260,257,45.71,Khaleb MCRAE,09 SEP 2000,USA,1f1,,"Terry & Linda Fuller T&F Complex (Texas Tech), Lubbock, TX (USA)",23 APR 2021,1131
261,257,45.71,Tyler JOHNSON,11 FEB 1998,USA,4h2,,"Hayward Field, Eugene, OR (USA)",18 JUN 2021,1131
262,257,45.71,Dylan BORLÉE,20 SEP 1992,BEL,4,,"Stadion Śląski, Chorzów (POL)",20 JUN 2021,1131
263,261,45.72,Alex BECK,07 FEB 1992,AUS,1,,"QSAC, Nathan, Brisbane (AUS)",13 MAR 2021,1130
264,261,45.72,Howard FIELDS,25 JAN 1999,USA,1,,"RV Christian Track, Manhattan, KS (USA)",16 MAY 2021,1130
265,261,45.72,Johnnie BLOCKBURGER,12 JUL 2002,USA,4h2,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",29 MAY 2021,1130
266,261,45.72,Thomas JORDIER,12 AUG 1994,FRA,2f1,,"Stade Delort, Marseille (FRA)",09 JUN 2021,1130
267,261,45.72,Rusheen MCDONALD,17 AUG 1992,JAM,5,,"National Stadium, Kingston (JAM)",27 JUN 2021,1130
268,261,45.72,Ricky PETRUCCIANI,30 JUN 2000,SUI,1sf1,,"Kadrioru staadion, Tallinn (EST)",09 JUL 2021,1130
269,267,45.73,Edoardo SCOTTI,09 MAY 2000,ITA,4,,"Mestský Stadion, Ostrava (CZE)",19 MAY 2021,1130
270,267,45.73,Ashton HICKS,05 MAY 2000,USA,3h3,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",29 MAY 2021,1130
271,267,45.73,Ryan WILLIE,24 JUN 2002,USA,2sf2,,"Hayward Field, Eugene, OR (USA)",09 JUN 2021,1130
272,267,45.73,Noah WILLIAMS,,USA,7sf1,,"Hayward Field, Eugene, OR (USA)",19 JUN 2021,1130
273,267,45.73,Maksim FEDYAYEV,01 DEC 1997,ANA,1,,"Olympic Stadium, Cheboksary (RUS)",25 JUN 2021,1130
274,267,45.73,Kalinga KUMARAGE,25 SEP 1992,SRI,,,Patiala (IND),28 JUN 2021,1130
275,273,45.74,Lythe PILLAY,25 FEB 2003,RSA,1f4,,"Stadium, Boksburg (RSA)",20 FEB 2021,1129
276,273,45.74,Ditiro NZAMANI,29 JAN 2000,BOT,1f3,,"National Stadium, Gaborone (BOT)",17 APR 2021,1129
277,273,45.74,Jacory PATTERSON,02 FEB 2000,USA,1h1,,"Paul Derr TF Facility, Raleigh, NC (USA)",14 MAY 2021,1129
278,273,45.74,Kelvis PADRINO,26 FEB 1997,VEN,1f4,,"Polideportivo Maximo Viloria, Barquisimeto (VEN)",15 MAY 2021,1129
279,273,45.74,Bernat ERTA,15 FEB 2001,ESP,1f2,,"Estadio Iberoamericano, Huelva (ESP)",03 JUN 2021,1129
280,273,45.74,Mazen Moutan AL YASSIN,08 JUL 1996,KSA,2f1,,Salamanca (ESP),05 JUN 2021,1129
281,273,45.74,Sean BAILEY,15 JUL 1997,JAM,3sf2,,"Hayward Field, Eugene, OR (USA)",09 JUN 2021,1129
282,280,45.75,Javier BROWN,08 OCT 2001,JAM,1,,"National Stadium, Kingston (JAM)",15 MAY 2021,1128
283,280,45.75,Jonathon SAWYER,,USA,1,,"Turner Stadium, Humble, TX (USA)",16 MAY 2021,1128
284,280,45.75,Christopher TAYLOR,01 OCT 1999,JAM,4f2,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",31 MAY 2021,1128
285,280,45.75,Kaito KAWABATA,17 AUG 1998,JPN,1,,"Yanmar Stadium Nagai, Osaka (JPN)",25 JUN 2021,1128
286,280,45.75,Mazen Moutan AL YASSIN,08 JUL 1996,KSA,1,,"Stade Raymond Petit, Tomblaine (FRA)",05 JUL 2021,1128
287,285,45.76,Davide RE,16 MAR 1993,ITA,1f1,,"Stadio Guidobaldi, Rieti (ITA)",23 APR 2021,1128
288,285,45.76,Philip OSEI,30 OCT 1990,CAN,4f1,,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",01 MAY 2021,1128
289,285,45.76,Umajesty WILLIAMS,,USA,5h2,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",29 MAY 2021,1128
290,288,45.77,Brian HERRON,24 NOV 2000,USA,2,,"Katherine B. Loker Stadium, Los Angeles, CA (USA)",16 MAY 2021,1127
291,288,45.77,Auhmad ROBINSON,2001,USA,1q2,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",26 MAY 2021,1127
292,288,45.77,Jared Nyambweke MOMANYI,05 MAY 1990,KEN,2,,"Nyayo National Stadium, Nairobi (KEN)",28 MAY 2021,1127
293,288,45.77,Liemarvin BONEVACIA,05 APR 1989,NED,3,,"Blankers-Koen Stadion, Hengelo (NED)",06 JUN 2021,1127
294,288,45.77,Jonathan SACOOR,01 SEP 1999,BEL,1sf3,,"Kadrioru staadion, Tallinn (EST)",09 JUL 2021,1127
295,293,45.78,Zakhiti NENE,02 APR 1998,RSA,3f2,,"Ruimsig Stadium, Roodepoort, Johannesburg (RSA)",23 MAR 2021,1126
296,293,45.78,Alison DOS SANTOS,03 JUN 2000,BRA,1f1,,"CVEATC, Chula Vista, CA (USA)",03 APR 2021,1126
297,293,45.78,Akeem BLOOMFIELD,10 NOV 1997,JAM,2f1,,"National Training Center, Clermont, FL (USA)",04 APR 2021,1126
298,293,45.78,Ashton HICKS,05 MAY 2000,USA,2q1,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",26 MAY 2021,1126
299,293,45.78,Mazen Moutan AL YASSIN,08 JUL 1996,KSA,6,,"Suhaim bin Hamad Stadium, Doha (QAT)",28 MAY 2021,1126
300,293,45.78,Michael BLUTH,,USA,4sf2,,"Hayward Field, Eugene, OR (USA)",09 JUN 2021,1126
301,293,45.78,Zakhiti NENE,02 APR 1998,RSA,1f1,,"Mestský Stadion Sletište, Kladno (CZE)",15 JUN 2021,1126
302,293,45.78,Tyler JOHNSON,11 FEB 1998,USA,8sf1,,"Hayward Field, Eugene, OR (USA)",19 JUN 2021,1126
303,,,,,,,,,,
304,293,45.78,Kevin BORLÉE,22 FEB 1988,BEL,5,,"Stadion Śląski, Chorzów (POL)",20 JUN 2021,1126
305,302,45.79,Howard FIELDS,25 JAN 1999,USA,3,,"Mike A. Myers Stadium, Austin, TX (USA)",27 MAR 2021,1126
306,302,45.79,Emmanuel Kipkurui KORIR,15 JUN 1995,KEN,4,,"Hayward Field, Eugene, OR (USA)",24 APR 2021,1126
307,302,45.79,Noah WILLIAMS,,USA,1h2,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",14 MAY 2021,1126
308,302,45.79,Kennedy LUCHEMBE,08 JUL 2001,ZAM,1f1,,"National Heroes Stadium, Lusaka (ZAM)",15 MAY 2021,1126
309,302,45.79,Gilles BIRON,13 APR 1995,FRA,1h1,,"Stade Josette et Roger Mikulak, Angers (FRA)",26 JUN 2021,1126
310,307,45.80,Deon LENDORE,28 OCT 1992,TTO,1f1,,"PVAMU Track Stadium, Prairie View, TX (USA)",27 MAR 2021,1125
311,307,45.80,Wayne LAWRENCE,,USA,1,,"Billy Hayes T& F Complex (Indiana University), Bloomington, IN (USA)",01 MAY 2021,1125
312,307,45.80,Tyler TERRY,03 DEC 1997,USA,1h3,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",14 MAY 2021,1125
313,307,45.80,Julian Jrummi WALSH,18 SEP 1996,JPN,1f3,,"Denka Big Swan Stadium, Niigata (JPN)",06 JUN 2021,1125
314,307,45.80,Davide RE,16 MAR 1993,ITA,2,,"Stadio Luigi Ridolfi, Firenze (ITA)",10 JUN 2021,1125
315,312,45.81,Dwight ST. HILLAIRE,05 DEC 1997,TTO,1f1,,"Un. of Kentucky Outdoor Track Facility, Lexington, KY (USA)",01 MAY 2021,1124
316,312,45.81,Christopher BAILEY,,USA,1q6,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",26 MAY 2021,1124
317,312,45.81,LaShawn MERRITT,27 JUN 1986,USA,5h2,,"Hayward Field, Eugene, OR (USA)",18 JUN 2021,1124
318,312,45.81,Wendell MILLER,03 JAN 2003,BAH,2f1,,"The Bahamas National Stadium, Nassau (BAH)",26 JUN 2021,1124
319,316,45.82,Valente MENDOZA,17 JAN 1997,MEX,1f1,,"Pista del CARE, Monterrey (MEX)",13 MAR 2021,1124
320,316,45.82,Jonathan JONES,06 FEB 1999,BAR,1f2,,"Mike A. Myers Stadium, Austin, TX (USA)",03 APR 2021,1124
321,316,45.82,Khaleb MCRAE,09 SEP 2000,USA,1,,"Texan Track & Field Complex, Levelland, TX (USA)",13 MAY 2021,1124
322,316,45.82,Ryan WILLIE,24 JUN 2002,USA,2q3,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",26 MAY 2021,1124
323,316,45.82,Kelvis PADRINO,26 FEB 1997,VEN,1,,"Estadio Alberto Spencer Herrera, Guayaquil (ECU)",29 MAY 2021,1124
324,316,45.82,Zibane NGOZI,31 OCT 1992,BOT,3f5,,"Bestmed Tuks Stadium, Pretoria (RSA)",29 MAY 2021,1124
325,316,45.82,Samson Oghenewegba NATHANIEL,29 AUG 1997,NGR,1h1,,"Yabatech Sport Complex, Lagos (NGR)",17 JUN 2021,1124
326,316,45.82,Gerson POZO,06 MAY 2003,ESP,1f3,,"Estadio Vallehermoso, Madrid (ESP)",19 JUN 2021,1124
327,324,45.83,Johnnie BLOCKBURGER,12 JUL 2002,USA,1f1,,"Roy P. Drachman Stadium, Tucson, AZ (USA)",20 MAR 2021,1123
328,324,45.83,Daeqwan BUTLER,1999,USA,2,,"Paul Derr TF Facility, Raleigh, NC (USA)",15 MAY 2021,1123
329,324,45.83,Óscar HUSILLOS,18 JUL 1993,ESP,3f1,,"Estadio Iberoamericano, Huelva (ESP)",03 JUN 2021,1123
330,324,45.83,Kahmari MONTGOMERY,16 AUG 1997,USA,2f3,,"Prairie View, TX (USA)",06 JUN 2021,1123
331,324,45.83,​Demish GAYE,20 JAN 1993,JAM,2sf2,,"National Stadium, Kingston (JAM)",26 JUN 2021,1123
332,329,45.84,Ranti Marvin DIKGALE,12 JUL 1987,RSA,2,,"Bestmed Tuks Stadium, Pretoria (RSA)",27 MAR 2021,1122
333,329,45.84,Anderson FREITAS HENRIQUES,03 MAR 1992,BRA,1f1,,"CVEATC, Chula Vista, CA (USA)",24 APR 2021,1122
334,329,45.84,Karayme BARTLEY,10 SEP 1995,JAM,1f1,,"Terry & Linda Fuller T&F Complex (Texas Tech), Lubbock, TX (USA)",01 MAY 2021,1122
335,329,45.84,​Demish GAYE,20 JAN 1993,JAM,1,,"National Stadium, Kingston (JAM)",22 MAY 2021,1122
336,329,45.84,Brian HERRON,24 NOV 2000,USA,2q4,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",26 MAY 2021,1122
337,329,45.84,Joseph BRIER,16 MAR 1999,GBR,3f1,,"Sport Vlaanderen Atletiekpiste, Oordegem (BEL)",29 MAY 2021,1122
338,329,45.84,Javon FRANCIS,14 DEC 1994,JAM,1f1,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",31 MAY 2021,1122
339,329,45.84,Tyler TERRY,03 DEC 1997,USA,6sf2,,"Hayward Field, Eugene, OR (USA)",19 JUN 2021,1122
340,329,45.84,Edoardo SCOTTI,09 MAY 2000,ITA,2sf3,,"Kadrioru staadion, Tallinn (EST)",09 JUL 2021,1122
341,338,45.85,Alex BECK,07 FEB 1992,AUS,1f1,,"AIS Athletics Track, Canberra (AUS)",11 MAR 2021,1121
342,338,45.85,Brian HERRON,24 NOV 2000,USA,1,,"Jack Rose Track/Long Beach St. Univ., Long Beach, CA (USA)",17 APR 2021,1121
343,338,45.85,Rikuya ITO,10 NOV 1998,JPN,1f3,,"Yanmar Stadium Nagai, Osaka (JPN)",01 JUN 2021,1121
344,338,45.85,Kahmari MONTGOMERY,16 AUG 1997,USA,6h2,,"Hayward Field, Eugene, OR (USA)",18 JUN 2021,1121
345,338,45.85,Sajjad HASHEMI,22 AUG 1991,IRI,1,,"Central Stadium, Almaty (KAZ)",19 JUN 2021,1121
346,343,45.86,Boitumelo MASILO,05 AUG 1995,BOT,2f3,,"National Stadium, Gaborone (BOT)",17 APR 2021,1121
347,343,45.86,Elija GODWIN,01 JUL 1999,USA,1f1,,"Spec Towns Track, Athens, GA (USA)",01 MAY 2021,1121
348,343,45.86,Chevannie HANSON,22 SEP 1998,JAM,3f1,,"Roy P. Drachman Stadium, Tucson, AZ (USA)",01 MAY 2021,1121
349,343,45.86,Tyler JOHNSON,11 FEB 1998,USA,1h2,,"Demirjian Park (Univ. of Illiniois), Champaign, IL (USA)",15 MAY 2021,1121
350,343,45.86,Mindia ENDELADZE,24 MAY 1998,GEO,1,,"New district Stadium, Tbilisi (GEO)",29 MAY 2021,1121
351,343,45.86,Christopher O'DONNELL,17 MAY 1998,IRL,2f1,,"Mestský Stadion Sletište, Kladno (CZE)",15 JUN 2021,1121
352,349,45.87,Kennedy LUCHEMBE,08 JUL 2001,ZAM,1h1,,"National Heroes Stadium, Lusaka (ZAM)",20 MAR 2021,1120
353,349,45.87,Elián LARREGINA,20 FEB 2000,ARG,1f1,,Concepción del Uruguay (ARG),26 MAR 2021,1120
354,349,45.87,Matthew BOLING,20 JUN 2000,USA,2f1,,"Spec Towns Track, Athens, GA (USA)",01 MAY 2021,1120
355,349,45.87,Zibane NGOZI,31 OCT 1992,BOT,1h3,,"National Stadium, Gaborone (BOT)",15 MAY 2021,1120
356,349,45.87,Quintaveon POOLE,11 OCT 1996,USA,2f1,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",31 MAY 2021,1120
357,349,45.87,Zakhiti NENE,02 APR 1998,RSA,4,,"Blankers-Koen Stadion, Hengelo (NED)",06 JUN 2021,1120
358,349,45.87,Lidio Andres FELIZ,26 JUN 1997,DOM,4f1,,"Estadio Vallehermoso, Madrid (ESP)",19 JUN 2021,1120
359,349,45.87,Javier BROWN,08 OCT 2001,JAM,6,,"National Stadium, Kingston (JAM)",27 JUN 2021,1120
360,349,45.87,Oleksandr POHORILKO,16 APR 2000,UKR,4f1,,"Kadrioru staadion, Tallinn (EST)",10 JUL 2021,1120
361,358,45.88,Manuel SANDERS,03 APR 1998,GER,1,,"Eintracht-Stadion, Braunschweig (GER)",06 JUN 2021,1119
362,358,45.88,Ranti Marvin DIKGALE,12 JUL 1987,RSA,1f5,,"Bestmed Tuks Stadium, Pretoria (RSA)",12 JUN 2021,1119
363,358,45.88,Ricky PETRUCCIANI,30 JUN 2000,SUI,4,,"Stadion Allmend, Luzern (SUI)",29 JUN 2021,1119
364,361,45.89,Daeqwan BUTLER,1999,USA,4f1,,"Percy Beard Track (Un. of Florida), Gainesville, FL (USA)",03 APR 2021,1119
365,361,45.89,Willington WRIGHT,16 SEP 2000,USA,3q1,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",26 MAY 2021,1119
366,361,45.89,Cameron CHALMERS,06 FEB 1997,GBR,2f1,,"Stadion Śląski, Chorzów (POL)",29 MAY 2021,1119
367,361,45.89,Mihai Cristian PÎSLARU,22 MAR 1999,ROU,2f1,,"Cluj Arena, Cluj-Napoca (ROU)",04 JUN 2021,1119
368,361,45.89,Thomas JORDIER,12 AUG 1994,FRA,1h3,,"Stade Josette et Roger Mikulak, Angers (FRA)",26 JUN 2021,1119
369,361,45.89,Mihai Cristian PÎSLARU,22 MAR 1999,ROU,2sf1,,"Kadrioru staadion, Tallinn (EST)",09 JUL 2021,1119
370,367,45.90,Anderson FREITAS HENRIQUES,03 MAR 1992,BRA,1,,"Cougar Athletic Stadium, Azusa, CA (USA)",17 APR 2021,1118
371,367,45.90,Leungo SCOTCH,28 FEB 1996,BOT,3f3,,"National Stadium, Gaborone (BOT)",17 APR 2021,1118
372,367,45.90,Michael CHERRY,23 MAR 1995,USA,5,,"Hayward Field, Eugene, OR (USA)",24 APR 2021,1118
373,367,45.90,Matthew HUDSON-SMITH,26 OCT 1994,GBR,6,,"Hayward Field, Eugene, OR (USA)",24 APR 2021,1118
374,367,45.90,Taj BURGESS,1999,USA,2f1,,"Jesse Owens Stadium, Columbus, OH (USA)",01 MAY 2021,1118
375,367,45.90,Tsebo MATSOSO,27 MAY 1999,RSA,2,,"UJ Stadium, Johannesburg (RSA)",14 MAY 2021,1118
376,367,45.90,Ricky PETRUCCIANI,30 JUN 2000,SUI,1f1,,"Bungertstadion, Rehlingen (GER)",23 MAY 2021,1118
377,367,45.90,Davide RE,16 MAR 1993,ITA,3f1,,"Stadion Śląski, Chorzów (POL)",29 MAY 2021,1118
378,367,45.90,Alex HAYDOCK-WILSON,28 JUL 1999,GBR,1f1,,"Østerbro Stadion, København (DEN)",08 JUN 2021,1118
379,367,45.90,Lythe PILLAY,25 FEB 2003,RSA,6,,"Bregyó Athletic Center, Székesfehérvár (HUN)",06 JUL 2021,1118
380,377,45.91,Dwight ST. HILLAIRE,05 DEC 1997,TTO,4h2,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",28 MAY 2021,1117
381,377,45.91,Marvin SCHLEGEL,02 JAN 1998,GER,1h3,,"Eintracht-Stadion, Braunschweig (GER)",05 JUN 2021,1117
382,377,45.91,Michael BLUTH,,USA,8,,"Hayward Field, Eugene, OR (USA)",11 JUN 2021,1117
383,380,45.92,Alex BECK,07 FEB 1992,AUS,1f1,,"AIS Athletics Track, Canberra (AUS)",13 FEB 2021,1117
384,380,45.92,Quintaveon POOLE,11 OCT 1996,USA,3,,"Nashville, TN (USA)",06 JUN 2021,1117
385,382,45.93,Sikiru Adewale ADEYEMI,02 JUL 1998,NGR,1h6,,"FUTA, Akure (NGR)",12 MAR 2021,1116
386,382,45.93,Willington WRIGHT,16 SEP 2000,USA,1f3,,"LSU Bernie Moore Stadium, Baton Rouge, LA (USA)",24 APR 2021,1116
387,382,45.93,Nicholas RAMEY,30 APR 2001,USA,4q1,,"Cushing Stadium (Texas A&M), College Station, TX (USA)",26 MAY 2021,1116
388,382,45.93,Matthew HUDSON-SMITH,26 OCT 1994,GBR,3,,"Stadio Luigi Ridolfi, Firenze (ITA)",10 JUN 2021,1116
389,382,45.93,Alexander OGANDO,03 MAY 2000,DOM,2f1,,Castellón (ESP),29 JUN 2021,1116
390,382,45.93,Mihai Sorin  DRINGO,06 NOV 2001,ROU,5f1,,"Kadrioru staadion, Tallinn (EST)",10 JUL 2021,1116
391,382,45.93,Ludovic OUCENI,01 FEB 2001,FRA,6f1,,"Kadrioru staadion, Tallinn (EST)",10 JUL 2021,1116
392,389,45.94,Jeremy BEMBRIDGE,20 DEC 2002,JAM,2,,"National Stadium, Kingston (JAM)",15 MAY 2021,1115
393,389,45.94,Taj BURGESS,1999,USA,4h3,,"Jax Track at Hodges Stadium, Jacksonville, FL (USA)",28 MAY 2021,1115
394,389,45.94,Joseph BRIER,16 MAR 1999,GBR,1,,"Sport Vlaanderen Atletiekpiste, Oordegem (BEL)",05 JUN 2021,1115
395,389,45.94,Ricky PETRUCCIANI,30 JUN 2000,SUI,5,,"Blankers-Koen Stadion, Hengelo (NED)",06 JUN 2021,1115
396,389,45.94,Aoto SUZUKI,30 MAY 2001,JPN,2f2,,"Denka Big Swan Stadium, Niigata (JPN)",06 JUN 2021,1115
397,389,45.94,Kajetan DUSZYŃSKI,12 MAY 1995,POL,1f1,,"Akademicki Związek Sportowy, Łódź (POL)",06 JUN 2021,1115
398,389,45.94,Wayne LAWRENCE,,USA,3sf3,,"Hayward Field, Eugene, OR (USA)",09 JUN 2021,1115
399,389,45.94,Pedro Luis BURMANN DE OLIVEIRA,17 FEB 1992,BRA,2,,"COTP Stadium, São Paulo (BRA)",11 JUN 2021,1115
